sample_id,task_id,problem_id,model_name,model_id,prompt_name,repeat_idx,base_status,plus_status,base_passed,plus_passed,original_humaneval_passed,base_agrees_with_original
humaneval_112__claude_model__constraint__r4.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,constraint,4,pass,pass,True,True,True,True
humaneval_112__claude_model__constraint__r5.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,constraint,5,pass,pass,True,True,True,True
humaneval_112__claude_model__optimized__r1.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,optimized,1,pass,pass,True,True,True,True
humaneval_112__claude_model__optimized__r2.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,optimized,2,pass,pass,True,True,True,True
humaneval_112__claude_model__optimized__r3.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,optimized,3,pass,pass,True,True,True,True
humaneval_112__claude_model__optimized__r4.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,optimized,4,pass,pass,True,True,True,True
humaneval_112__claude_model__optimized__r5.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,optimized,5,pass,pass,True,True,True,True
humaneval_112__claude_model__readable__r1.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,readable,1,pass,pass,True,True,True,True
humaneval_112__claude_model__readable__r2.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,readable,2,pass,pass,True,True,True,True
humaneval_112__claude_model__readable__r3.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,readable,3,pass,pass,True,True,True,True
humaneval_112__claude_model__readable__r4.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,readable,4,pass,pass,True,True,True,True
humaneval_112__claude_model__readable__r5.json,HumanEval/112,humaneval_112,claude_model,claude-sonnet-4-6,readable,5,pass,pass,True,True,True,True
humaneval_112__deepseek_model__basic__r1.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,basic,1,pass,pass,True,True,True,True
humaneval_112__deepseek_model__basic__r2.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,basic,2,pass,pass,True,True,True,True
humaneval_112__deepseek_model__basic__r3.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,basic,3,pass,pass,True,True,True,True
humaneval_112__deepseek_model__basic__r4.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,basic,4,pass,pass,True,True,True,True
humaneval_112__deepseek_model__basic__r5.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,basic,5,pass,pass,True,True,True,True
humaneval_112__deepseek_model__concise__r1.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,concise,1,pass,pass,True,True,True,True
humaneval_112__deepseek_model__concise__r2.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,concise,2,pass,pass,True,True,True,True
humaneval_112__deepseek_model__concise__r3.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,concise,3,pass,pass,True,True,True,True
humaneval_112__deepseek_model__concise__r4.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,concise,4,pass,pass,True,True,True,True
humaneval_112__deepseek_model__concise__r5.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,concise,5,pass,pass,True,True,True,True
humaneval_112__deepseek_model__constraint__r1.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,constraint,1,pass,pass,True,True,True,True
humaneval_112__deepseek_model__constraint__r2.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,constraint,2,pass,pass,True,True,True,True
humaneval_112__deepseek_model__constraint__r3.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,constraint,3,pass,pass,True,True,True,True
humaneval_112__deepseek_model__constraint__r4.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,constraint,4,pass,pass,True,True,True,True
humaneval_112__deepseek_model__constraint__r5.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,constraint,5,pass,pass,True,True,True,True
humaneval_112__deepseek_model__optimized__r1.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,optimized,1,pass,pass,True,True,True,True
humaneval_112__deepseek_model__optimized__r2.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,optimized,2,pass,pass,True,True,True,True
humaneval_112__deepseek_model__optimized__r3.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,optimized,3,pass,pass,True,True,True,True
humaneval_112__deepseek_model__optimized__r4.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,optimized,4,pass,pass,True,True,True,True
humaneval_112__deepseek_model__optimized__r5.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,optimized,5,pass,pass,True,True,True,True
humaneval_112__deepseek_model__readable__r1.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,readable,1,pass,pass,True,True,True,True
humaneval_112__deepseek_model__readable__r2.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,readable,2,pass,pass,True,True,True,True
humaneval_112__deepseek_model__readable__r3.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,readable,3,pass,pass,True,True,True,True
humaneval_112__deepseek_model__readable__r4.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,readable,4,pass,pass,True,True,True,True
humaneval_112__deepseek_model__readable__r5.json,HumanEval/112,humaneval_112,deepseek_model,deepseek-chat,readable,5,pass,pass,True,True,True,True
humaneval_112__gpt5_model__basic__r1.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,basic,1,pass,pass,True,True,True,True
humaneval_112__gpt5_model__basic__r2.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,basic,2,pass,pass,True,True,True,True
humaneval_112__gpt5_model__basic__r3.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,basic,3,pass,pass,True,True,True,True
humaneval_112__gpt5_model__basic__r4.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,basic,4,pass,pass,True,True,True,True
humaneval_112__gpt5_model__basic__r5.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,basic,5,pass,pass,True,True,True,True
humaneval_112__gpt5_model__concise__r1.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,concise,1,pass,pass,True,True,True,True
humaneval_112__gpt5_model__concise__r2.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,concise,2,pass,pass,True,True,True,True
humaneval_112__gpt5_model__concise__r3.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,concise,3,pass,pass,True,True,True,True
humaneval_112__gpt5_model__concise__r4.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,concise,4,pass,pass,True,True,True,True
humaneval_112__gpt5_model__concise__r5.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,concise,5,pass,pass,True,True,True,True
humaneval_112__gpt5_model__constraint__r1.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,constraint,1,pass,pass,True,True,True,True
humaneval_112__gpt5_model__constraint__r2.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,constraint,2,pass,pass,True,True,True,True
humaneval_112__gpt5_model__constraint__r3.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,constraint,3,pass,pass,True,True,True,True
humaneval_112__gpt5_model__constraint__r4.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,constraint,4,pass,pass,True,True,True,True
humaneval_112__gpt5_model__constraint__r5.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,constraint,5,pass,pass,True,True,True,True
humaneval_112__gpt5_model__optimized__r1.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,optimized,1,pass,pass,True,True,True,True
humaneval_112__gpt5_model__optimized__r2.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,optimized,2,pass,pass,True,True,True,True
humaneval_112__gpt5_model__optimized__r3.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,optimized,3,pass,pass,True,True,True,True
humaneval_112__gpt5_model__optimized__r4.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,optimized,4,pass,pass,True,True,True,True
humaneval_112__gpt5_model__optimized__r5.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,optimized,5,pass,pass,True,True,True,True
humaneval_112__gpt5_model__readable__r1.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,readable,1,pass,pass,True,True,True,True
humaneval_112__gpt5_model__readable__r2.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,readable,2,pass,pass,True,True,True,True
humaneval_112__gpt5_model__readable__r3.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,readable,3,pass,pass,True,True,True,True
humaneval_112__gpt5_model__readable__r4.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,readable,4,pass,pass,True,True,True,True
humaneval_112__gpt5_model__readable__r5.json,HumanEval/112,humaneval_112,gpt5_model,gpt-5-mini,readable,5,pass,pass,True,True,True,True
humaneval_113__claude_model__basic__r1.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,basic,1,pass,pass,True,True,True,True
humaneval_113__claude_model__basic__r2.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,basic,2,pass,pass,True,True,True,True
humaneval_113__claude_model__basic__r3.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,basic,3,pass,pass,True,True,True,True
humaneval_113__claude_model__basic__r4.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,basic,4,pass,pass,True,True,True,True
humaneval_113__claude_model__basic__r5.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,basic,5,pass,pass,True,True,True,True
humaneval_113__claude_model__concise__r1.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,concise,1,pass,pass,True,True,True,True
humaneval_113__claude_model__concise__r2.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,concise,2,pass,pass,True,True,True,True
humaneval_113__claude_model__concise__r3.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,concise,3,pass,pass,True,True,True,True
humaneval_113__claude_model__concise__r4.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,concise,4,pass,pass,True,True,True,True
humaneval_113__claude_model__concise__r5.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,concise,5,pass,pass,True,True,True,True
humaneval_113__claude_model__constraint__r1.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,constraint,1,pass,pass,True,True,True,True
humaneval_113__claude_model__constraint__r2.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,constraint,2,pass,pass,True,True,True,True
humaneval_113__claude_model__constraint__r3.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,constraint,3,pass,pass,True,True,True,True
humaneval_113__claude_model__constraint__r4.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,constraint,4,pass,pass,True,True,True,True
humaneval_113__claude_model__constraint__r5.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,constraint,5,pass,pass,True,True,True,True
humaneval_113__claude_model__optimized__r1.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,optimized,1,pass,pass,True,True,True,True
humaneval_113__claude_model__optimized__r2.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,optimized,2,pass,pass,True,True,True,True
humaneval_113__claude_model__optimized__r3.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,optimized,3,pass,pass,True,True,True,True
humaneval_113__claude_model__optimized__r4.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,optimized,4,pass,pass,True,True,True,True
humaneval_113__claude_model__optimized__r5.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,optimized,5,pass,pass,True,True,True,True
humaneval_113__claude_model__readable__r1.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,readable,1,pass,pass,True,True,True,True
humaneval_113__claude_model__readable__r2.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,readable,2,pass,pass,True,True,True,True
humaneval_113__claude_model__readable__r3.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,readable,3,pass,pass,True,True,True,True
humaneval_113__claude_model__readable__r4.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,readable,4,pass,pass,True,True,True,True
humaneval_113__claude_model__readable__r5.json,HumanEval/113,humaneval_113,claude_model,claude-sonnet-4-6,readable,5,pass,pass,True,True,True,True
humaneval_113__deepseek_model__basic__r1.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,basic,1,pass,pass,True,True,True,True
humaneval_113__deepseek_model__basic__r2.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,basic,2,pass,pass,True,True,True,True
humaneval_113__deepseek_model__basic__r3.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,basic,3,pass,pass,True,True,True,True
humaneval_113__deepseek_model__basic__r4.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,basic,4,pass,pass,True,True,True,True
humaneval_113__deepseek_model__basic__r5.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,basic,5,pass,pass,True,True,True,True
humaneval_113__deepseek_model__concise__r1.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,concise,1,pass,pass,True,True,True,True
humaneval_113__deepseek_model__concise__r2.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,concise,2,pass,pass,True,True,True,True
humaneval_113__deepseek_model__concise__r3.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,concise,3,pass,pass,True,True,True,True
humaneval_113__deepseek_model__concise__r4.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,concise,4,pass,pass,True,True,True,True
humaneval_113__deepseek_model__concise__r5.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,concise,5,pass,pass,True,True,True,True
humaneval_113__deepseek_model__constraint__r1.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,constraint,1,pass,pass,True,True,True,True
humaneval_113__deepseek_model__constraint__r2.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,constraint,2,pass,pass,True,True,True,True
humaneval_113__deepseek_model__constraint__r3.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,constraint,3,pass,pass,True,True,True,True
humaneval_113__deepseek_model__constraint__r4.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,constraint,4,pass,pass,True,True,True,True
humaneval_113__deepseek_model__constraint__r5.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,constraint,5,pass,pass,True,True,True,True
humaneval_113__deepseek_model__optimized__r1.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,optimized,1,pass,pass,True,True,True,True
humaneval_113__deepseek_model__optimized__r2.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,optimized,2,pass,pass,True,True,True,True
humaneval_113__deepseek_model__optimized__r3.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,optimized,3,pass,pass,True,True,True,True
humaneval_113__deepseek_model__optimized__r4.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,optimized,4,pass,pass,True,True,True,True
humaneval_113__deepseek_model__optimized__r5.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,optimized,5,pass,pass,True,True,True,True
humaneval_113__deepseek_model__readable__r1.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,readable,1,pass,pass,True,True,True,True
humaneval_113__deepseek_model__readable__r2.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,readable,2,pass,pass,True,True,True,True
humaneval_113__deepseek_model__readable__r3.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,readable,3,pass,pass,True,True,True,True
humaneval_113__deepseek_model__readable__r4.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,readable,4,pass,pass,True,True,True,True
humaneval_113__deepseek_model__readable__r5.json,HumanEval/113,humaneval_113,deepseek_model,deepseek-chat,readable,5,pass,pass,True,True,True,True
humaneval_113__gpt5_model__basic__r1.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,basic,1,pass,pass,True,True,True,True
humaneval_113__gpt5_model__basic__r2.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,basic,2,pass,pass,True,True,True,True
humaneval_113__gpt5_model__basic__r3.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,basic,3,pass,pass,True,True,True,True
humaneval_113__gpt5_model__basic__r4.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,basic,4,pass,pass,True,True,True,True
humaneval_113__gpt5_model__basic__r5.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,basic,5,pass,pass,True,True,True,True
humaneval_113__gpt5_model__concise__r1.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,concise,1,pass,pass,True,True,True,True
humaneval_113__gpt5_model__concise__r2.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,concise,2,fail,fail,False,False,False,True
humaneval_113__gpt5_model__concise__r3.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,concise,3,pass,pass,True,True,True,True
humaneval_113__gpt5_model__concise__r4.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,concise,4,pass,pass,True,True,True,True
humaneval_113__gpt5_model__concise__r5.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,concise,5,pass,pass,True,True,True,True
humaneval_113__gpt5_model__constraint__r1.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,constraint,1,pass,pass,True,True,True,True
humaneval_113__gpt5_model__constraint__r2.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,constraint,2,pass,pass,True,True,True,True
humaneval_113__gpt5_model__constraint__r3.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,constraint,3,pass,pass,True,True,True,True
humaneval_113__gpt5_model__constraint__r4.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,constraint,4,fail,fail,False,False,False,True
humaneval_113__gpt5_model__constraint__r5.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,constraint,5,pass,pass,True,True,True,True
humaneval_113__gpt5_model__optimized__r1.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,optimized,1,pass,pass,True,True,True,True
humaneval_113__gpt5_model__optimized__r2.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,optimized,2,pass,pass,True,True,True,True
humaneval_113__gpt5_model__optimized__r3.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,optimized,3,fail,fail,False,False,False,True
humaneval_113__gpt5_model__optimized__r4.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,optimized,4,pass,pass,True,True,True,True
humaneval_113__gpt5_model__optimized__r5.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,optimized,5,pass,pass,True,True,True,True
humaneval_113__gpt5_model__readable__r1.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,readable,1,pass,pass,True,True,True,True
humaneval_113__gpt5_model__readable__r2.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,readable,2,pass,pass,True,True,True,True
humaneval_113__gpt5_model__readable__r3.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,readable,3,pass,pass,True,True,True,True
humaneval_113__gpt5_model__readable__r4.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,readable,4,pass,pass,True,True,True,True
humaneval_113__gpt5_model__readable__r5.json,HumanEval/113,humaneval_113,gpt5_model,gpt-5-mini,readable,5,pass,pass,True,True,True,True
humaneval_114__claude_model__basic__r1.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,basic,1,pass,pass,True,True,True,True
humaneval_114__claude_model__basic__r2.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,basic,2,pass,pass,True,True,True,True
humaneval_114__claude_model__basic__r3.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,basic,3,pass,pass,True,True,True,True
humaneval_114__claude_model__basic__r4.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,basic,4,pass,pass,True,True,True,True
humaneval_114__claude_model__basic__r5.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,basic,5,pass,pass,True,True,True,True
humaneval_114__claude_model__concise__r1.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,concise,1,pass,pass,True,True,True,True
humaneval_114__claude_model__concise__r2.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,concise,2,pass,pass,True,True,True,True
humaneval_114__claude_model__concise__r3.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,concise,3,pass,pass,True,True,True,True
humaneval_114__claude_model__concise__r4.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,concise,4,pass,pass,True,True,True,True
humaneval_114__claude_model__concise__r5.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,concise,5,pass,pass,True,True,True,True
humaneval_114__claude_model__constraint__r1.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,constraint,1,pass,pass,True,True,True,True
humaneval_114__claude_model__constraint__r2.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,constraint,2,pass,pass,True,True,True,True
humaneval_114__claude_model__constraint__r3.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,constraint,3,pass,pass,True,True,True,True
humaneval_114__claude_model__constraint__r4.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,constraint,4,pass,pass,True,True,True,True
humaneval_114__claude_model__constraint__r5.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,constraint,5,pass,pass,True,True,True,True
humaneval_114__claude_model__optimized__r1.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,optimized,1,pass,pass,True,True,True,True
humaneval_114__claude_model__optimized__r2.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,optimized,2,pass,pass,True,True,True,True
humaneval_114__claude_model__optimized__r3.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,optimized,3,pass,pass,True,True,True,True
humaneval_114__claude_model__optimized__r4.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,optimized,4,pass,pass,True,True,True,True
humaneval_114__claude_model__optimized__r5.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,optimized,5,pass,pass,True,True,True,True
humaneval_114__claude_model__readable__r1.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,readable,1,pass,pass,True,True,True,True
humaneval_114__claude_model__readable__r2.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,readable,2,pass,pass,True,True,True,True
humaneval_114__claude_model__readable__r3.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,readable,3,pass,pass,True,True,True,True
humaneval_114__claude_model__readable__r4.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,readable,4,pass,pass,True,True,True,True
humaneval_114__claude_model__readable__r5.json,HumanEval/114,humaneval_114,claude_model,claude-sonnet-4-6,readable,5,pass,pass,True,True,True,True
humaneval_114__deepseek_model__basic__r1.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,basic,1,pass,pass,True,True,True,True
humaneval_114__deepseek_model__basic__r2.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,basic,2,pass,pass,True,True,True,True
humaneval_114__deepseek_model__basic__r3.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,basic,3,pass,pass,True,True,True,True
humaneval_114__deepseek_model__basic__r4.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,basic,4,pass,pass,True,True,True,True
humaneval_114__deepseek_model__basic__r5.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,basic,5,pass,pass,True,True,True,True
humaneval_114__deepseek_model__concise__r1.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,concise,1,pass,pass,True,True,True,True
humaneval_114__deepseek_model__concise__r2.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,concise,2,pass,pass,True,True,True,True
humaneval_114__deepseek_model__concise__r3.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,concise,3,pass,pass,True,True,True,True
humaneval_114__deepseek_model__concise__r4.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,concise,4,pass,pass,True,True,True,True
humaneval_114__deepseek_model__concise__r5.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,concise,5,pass,pass,True,True,True,True
humaneval_114__deepseek_model__constraint__r1.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,constraint,1,pass,pass,True,True,True,True
humaneval_114__deepseek_model__constraint__r2.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,constraint,2,pass,pass,True,True,True,True
humaneval_114__deepseek_model__constraint__r3.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,constraint,3,pass,pass,True,True,True,True
humaneval_114__deepseek_model__constraint__r4.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,constraint,4,pass,pass,True,True,True,True
humaneval_114__deepseek_model__constraint__r5.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,constraint,5,pass,pass,True,True,True,True
humaneval_114__deepseek_model__optimized__r1.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,optimized,1,pass,pass,True,True,True,True
humaneval_114__deepseek_model__optimized__r2.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,optimized,2,pass,pass,True,True,True,True
humaneval_114__deepseek_model__optimized__r3.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,optimized,3,pass,pass,True,True,True,True
humaneval_114__deepseek_model__optimized__r4.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,optimized,4,pass,pass,True,True,True,True
humaneval_114__deepseek_model__optimized__r5.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,optimized,5,pass,pass,True,True,True,True
humaneval_114__deepseek_model__readable__r1.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,readable,1,pass,pass,True,True,True,True
humaneval_114__deepseek_model__readable__r2.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,readable,2,pass,pass,True,True,True,True
humaneval_114__deepseek_model__readable__r3.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,readable,3,pass,pass,True,True,True,True
humaneval_114__deepseek_model__readable__r4.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,readable,4,pass,pass,True,True,True,True
humaneval_114__deepseek_model__readable__r5.json,HumanEval/114,humaneval_114,deepseek_model,deepseek-chat,readable,5,pass,pass,True,True,True,True
humaneval_114__gpt5_model__basic__r1.json,HumanEval/114,humaneval_114,gpt5_model,gpt-5-mini,basic,1,pass,pass,True,True,True,True
humaneval_114__gpt5_model__basic__r2.json,HumanEval/114,humaneval_114,gpt5_model,gpt-5-mini,basic,2,pass,pass,True,True,True,True
humaneval_114__gpt5_model__basic__r3.json,HumanEval/114,humaneval_114,gpt5_model,gpt-5-mini,basic,3,pass,pass,True,True,True,True
humaneval_114__gpt5_model__basic__r4.json,HumanEval/114,humaneval_114,gpt5_model,gpt-5-mini,basic,4,pass,pass,True,True,True,True
humaneval_114__gpt5_model__basic__r5.json,HumanEval/114,humaneval_114,gpt5_model,gpt-5-mini,basic,5,pass,pass,True,True,True,True
humaneval_114__gpt5_model__concise__r1.json,HumanEval/114,humaneval_114,gpt5_model,gpt-5-mini,concise,1,pass,pass,True,True,True,True
