file,problem_id,task_id,problem_name,entry_point,model_name,model_id,provider,prompt_name,repeat_idx,ast_status,ast_error_type,ast_error_message,total_nodes,ast_depth,branch_count,loop_count,function_count,control_flow_count,control_flow_ratio,function_names,functional_execution_success,functional_passed,functional_error_type,functional_error_message,functional_traceback,ast_success,z_ast_depth,z_branch_count,z_loop_count,z_function_count,z_control_flow_ratio
humaneval_154__gpt5_model__concise__r1.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,concise,1,success,,,169.0,8.0,5.0,2.0,1.0,12.0,0.071006,"[""cycpattern_check""]",True,True,,,,True,-0.7272450279131517,1.188725069551748,1.0292354734376907,-0.3158540555843367,0.3774823058379889
humaneval_154__gpt5_model__concise__r2.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,concise,2,success,,,169.0,9.0,5.0,2.0,1.0,12.0,0.071006,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.188725069551748,1.0292354734376907,-0.3158540555843367,0.3774823058379889
humaneval_154__gpt5_model__concise__r3.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,concise,3,success,,,159.0,9.0,4.0,2.0,1.0,10.0,0.062893,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,0.770721952111924,1.0292354734376907,-0.3158540555843367,0.0940467384218876
humaneval_154__gpt5_model__concise__r4.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,concise,4,success,,,180.0,10.0,5.0,2.0,1.0,12.0,0.066667,"[""cycpattern_check""]",True,True,,,,True,0.4511355151395842,1.188725069551748,1.0292354734376907,-0.3158540555843367,0.22589510911440172
humaneval_154__gpt5_model__concise__r5.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,concise,5,success,,,173.0,9.0,5.0,2.0,1.0,12.0,0.069364,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.188725069551748,1.0292354734376907,-0.3158540555843367,0.3201174344344095
humaneval_154__gpt5_model__constraint__r1.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,constraint,1,success,,,209.0,9.0,5.0,2.0,1.0,12.0,0.057416,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.188725069551748,1.0292354734376907,-0.3158540555843367,-0.09729759816605628
humaneval_154__gpt5_model__constraint__r2.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,constraint,2,success,,,200.0,9.0,5.0,2.0,1.0,12.0,0.06,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.188725069551748,1.0292354734376907,-0.3158540555843367,-0.007023038052262967
humaneval_154__gpt5_model__constraint__r3.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,constraint,3,success,,,208.0,9.0,6.0,2.0,1.0,14.0,0.067308,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.6067281869915717,1.0292354734376907,-0.3158540555843367,0.248289069266469
humaneval_154__gpt5_model__constraint__r4.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,constraint,4,success,,,194.0,9.0,5.0,2.0,1.0,12.0,0.061856,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.188725069551748,1.0292354734376907,-0.3158540555843367,0.057818132060430905
humaneval_154__gpt5_model__constraint__r5.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,constraint,5,success,,,207.0,9.0,7.0,2.0,1.0,15.0,0.072464,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,2.0247313044313957,1.0292354734376907,-0.3158540555843367,0.42841895779074085
humaneval_154__gpt5_model__optimized__r1.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,optimized,1,success,,,177.0,10.0,6.0,2.0,1.0,13.0,0.073446,"[""cycpattern_check""]",True,True,,,,True,0.4511355151395842,1.6067281869915717,1.0292354734376907,-0.3158540555843367,0.46272608551200434
humaneval_154__gpt5_model__optimized__r2.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,optimized,2,success,,,88.0,10.0,4.0,1.0,1.0,10.0,0.113636,"[""cycpattern_check""]",True,True,,,,True,0.4511355151395842,0.770721952111924,0.12528863554427352,-0.3158540555843367,1.8668029318639237
humaneval_154__gpt5_model__optimized__r3.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,optimized,3,success,,,184.0,8.0,6.0,2.0,1.0,14.0,0.076087,"[""cycpattern_check""]",True,True,,,,True,-0.7272450279131517,1.6067281869915717,1.0292354734376907,-0.3158540555843367,0.5549919962165434
humaneval_154__gpt5_model__optimized__r4.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,optimized,4,success,,,243.0,10.0,7.0,3.0,2.0,17.0,0.069959,"[""rotations"", ""cycpattern_check""]",True,True,,,,True,0.4511355151395842,2.0247313044313957,1.9331823113311075,2.3206260945275825,0.34090433972376977
humaneval_154__gpt5_model__optimized__r5.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,optimized,5,success,,,193.0,9.0,6.0,2.0,1.0,14.0,0.072539,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.6067281869915717,1.0292354734376907,-0.3158540555843367,0.43103915593645875
humaneval_154__gpt5_model__readable__r1.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,readable,1,success,,,203.0,9.0,6.0,2.0,1.0,14.0,0.068966,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.6067281869915717,1.0292354734376907,-0.3158540555843367,0.3062129162744678
humaneval_154__gpt5_model__readable__r2.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,readable,2,success,,,198.0,10.0,5.0,2.0,1.0,12.0,0.060606,"[""cycpattern_check""]",True,True,,,,True,0.4511355151395842,1.188725069551748,1.0292354734376907,-0.3158540555843367,0.014148162965136045
humaneval_154__gpt5_model__readable__r3.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,readable,3,success,,,216.0,9.0,6.0,2.0,1.0,14.0,0.064815,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.6067281869915717,1.0292354734376907,-0.3158540555843367,0.1611936829028127
humaneval_154__gpt5_model__readable__r4.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,readable,4,success,,,201.0,9.0,5.0,2.0,1.0,12.0,0.059701,"[""cycpattern_check""]",True,True,,,,True,-0.13805475638678374,1.188725069551748,1.0292354734376907,-0.3158540555843367,-0.01746889465985751
humaneval_154__gpt5_model__readable__r5.json,humaneval_154,HumanEval/154,Cycpattern Check,cycpattern_check,gpt5_model,gpt-5-mini,openai,readable,5,success,,,207.0,10.0,5.0,2.0,1.0,12.0,0.057971,"[""cycpattern_check""]",True,True,,,,True,0.4511355151395842,1.188725069551748,1.0292354734376907,-0.3158540555843367,-0.07790813188774538
humaneval_155__claude_model__basic__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,basic,1,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__basic__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,basic,2,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__basic__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,basic,3,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__basic__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,basic,4,success,,,59.0,9.0,1.0,1.0,1.0,3.0,0.050847,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.3267920197556496
humaneval_155__claude_model__basic__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,basic,5,success,,,59.0,9.0,1.0,1.0,1.0,3.0,0.050847,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.3267920197556496
humaneval_155__claude_model__concise__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,concise,1,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__concise__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,concise,2,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__concise__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,concise,3,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__concise__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,concise,4,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__concise__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,concise,5,success,,,75.0,11.0,0.0,0.0,1.0,1.0,0.013333,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6373801962683616
humaneval_155__claude_model__constraint__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,constraint,1,success,,,67.0,8.0,1.0,1.0,1.0,3.0,0.044776,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5388883256576774
humaneval_155__claude_model__constraint__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,constraint,2,success,,,67.0,8.0,1.0,1.0,1.0,3.0,0.044776,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5388883256576774
humaneval_155__claude_model__constraint__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,constraint,3,success,,,67.0,8.0,1.0,1.0,1.0,3.0,0.044776,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5388883256576774
humaneval_155__claude_model__constraint__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,constraint,4,success,,,67.0,8.0,1.0,1.0,1.0,3.0,0.044776,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5388883256576774
humaneval_155__claude_model__constraint__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,constraint,5,success,,,67.0,8.0,1.0,1.0,1.0,3.0,0.044776,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5388883256576774
humaneval_155__claude_model__optimized__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,optimized,1,success,,,73.0,11.0,0.0,0.0,1.0,1.0,0.013699,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6245936293172594
humaneval_155__claude_model__optimized__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,optimized,2,success,,,57.0,9.0,1.0,1.0,1.0,3.0,0.052632,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.26443130388756875
humaneval_155__claude_model__optimized__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,optimized,3,success,,,73.0,11.0,0.0,0.0,1.0,1.0,0.013699,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6245936293172594
humaneval_155__claude_model__optimized__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,optimized,4,success,,,73.0,11.0,0.0,0.0,1.0,1.0,0.013699,"[""even_odd_count""]",True,True,,,,True,1.0403257866659523,-0.9012905176473716,-0.7786582023491436,-0.3158540555843367,-1.6245936293172594
humaneval_155__claude_model__optimized__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,optimized,5,success,,,57.0,9.0,1.0,1.0,1.0,3.0,0.052632,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.26443130388756875
humaneval_155__claude_model__readable__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,readable,1,success,,,69.0,8.0,1.0,1.0,1.0,3.0,0.043478,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_155__claude_model__readable__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,readable,2,success,,,69.0,8.0,1.0,1.0,1.0,3.0,0.043478,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_155__claude_model__readable__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,readable,3,success,,,69.0,8.0,1.0,1.0,1.0,3.0,0.043478,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_155__claude_model__readable__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,readable,4,success,,,69.0,8.0,1.0,1.0,1.0,3.0,0.043478,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_155__claude_model__readable__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,claude_model,claude-sonnet-4-6,anthropic,readable,5,success,,,69.0,8.0,1.0,1.0,1.0,3.0,0.043478,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.5842352215662316
humaneval_155__deepseek_model__basic__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,basic,1,success,,,59.0,9.0,1.0,1.0,1.0,3.0,0.050847,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.3267920197556496
humaneval_155__deepseek_model__basic__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,basic,2,success,,,59.0,9.0,1.0,1.0,1.0,3.0,0.050847,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.3267920197556496
humaneval_155__deepseek_model__basic__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,basic,3,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__basic__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,basic,4,success,,,59.0,9.0,1.0,1.0,1.0,3.0,0.050847,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.3267920197556496
humaneval_155__deepseek_model__basic__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,basic,5,success,,,59.0,9.0,1.0,1.0,1.0,3.0,0.050847,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.3267920197556496
humaneval_155__deepseek_model__concise__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,concise,1,success,,,55.0,9.0,1.0,1.0,1.0,3.0,0.054545,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.19759878318412938
humaneval_155__deepseek_model__concise__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,concise,2,success,,,55.0,9.0,1.0,1.0,1.0,3.0,0.054545,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.19759878318412938
humaneval_155__deepseek_model__concise__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,concise,3,success,,,55.0,9.0,1.0,1.0,1.0,3.0,0.054545,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.19759878318412938
humaneval_155__deepseek_model__concise__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,concise,4,success,,,55.0,9.0,1.0,1.0,1.0,3.0,0.054545,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.19759878318412938
humaneval_155__deepseek_model__concise__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,concise,5,success,,,55.0,9.0,1.0,1.0,1.0,3.0,0.054545,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.19759878318412938
humaneval_155__deepseek_model__constraint__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,constraint,1,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__constraint__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,constraint,2,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__constraint__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,constraint,3,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__constraint__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,constraint,4,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__constraint__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,constraint,5,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__optimized__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,optimized,1,success,,,74.0,8.0,2.0,1.0,1.0,5.0,0.067568,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.2573724228382902
humaneval_155__deepseek_model__optimized__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,optimized,2,success,,,74.0,8.0,2.0,1.0,1.0,5.0,0.067568,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.2573724228382902
humaneval_155__deepseek_model__optimized__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,optimized,3,success,,,74.0,8.0,2.0,1.0,1.0,5.0,0.067568,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.2573724228382902
humaneval_155__deepseek_model__optimized__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,optimized,4,success,,,74.0,8.0,2.0,1.0,1.0,5.0,0.067568,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.2573724228382902
humaneval_155__deepseek_model__optimized__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,optimized,5,success,,,74.0,8.0,2.0,1.0,1.0,5.0,0.067568,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.2573724228382902
humaneval_155__deepseek_model__readable__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,readable,1,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__readable__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,readable,2,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__readable__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,readable,3,success,,,64.0,8.0,1.0,1.0,1.0,3.0,0.046875,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.4832874002075477,0.12528863554427352,-0.3158540555843367,-0.4655577135528585
humaneval_155__deepseek_model__readable__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,readable,4,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__deepseek_model__readable__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,deepseek_model,deepseek-chat,deepseek,readable,5,success,,,78.0,8.0,2.0,1.0,1.0,5.0,0.064103,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,0.1363192685061326
humaneval_155__gpt5_model__basic__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,gpt5_model,gpt-5-mini,openai,basic,1,success,,,93.0,9.0,2.0,1.0,1.0,4.0,0.043011,"[""even_odd_count""]",True,True,,,,True,-0.13805475638678374,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.6005503220202338
humaneval_155__gpt5_model__basic__r2.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,gpt5_model,gpt-5-mini,openai,basic,2,success,,,97.0,8.0,2.0,1.0,1.0,5.0,0.051546,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.30237177303756074
humaneval_155__gpt5_model__basic__r3.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,gpt5_model,gpt-5-mini,openai,basic,3,success,,,95.0,8.0,2.0,1.0,1.0,5.0,0.052632,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.26443130388756875
humaneval_155__gpt5_model__basic__r4.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,gpt5_model,gpt-5-mini,openai,basic,4,success,,,94.0,8.0,2.0,1.0,1.0,5.0,0.053191,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,-0.0652842827677238,0.12528863554427352,-0.3158540555843367,-0.24490209370815277
humaneval_155__gpt5_model__basic__r5.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,gpt5_model,gpt-5-mini,openai,basic,5,success,,,99.0,8.0,3.0,1.0,1.0,7.0,0.070707,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,0.35271883467210013,0.12528863554427352,-0.3158540555843367,0.36703644923039463
humaneval_155__gpt5_model__concise__r1.json,humaneval_155,HumanEval/155,Even Odd Count,even_odd_count,gpt5_model,gpt-5-mini,openai,concise,1,success,,,90.0,8.0,3.0,1.0,1.0,7.0,0.077778,"[""even_odd_count""]",True,True,,,,True,-0.7272450279131517,0.35271883467210013,0.12528863554427352,-0.3158540555843367,0.6140687304086582
