file,problem_id,task_id,problem_name,entry_point,model_name,model_id,provider,prompt_name,repeat_idx,ast_status,ast_error_type,ast_error_message,total_nodes,ast_depth,branch_count,loop_count,function_count,control_flow_count,control_flow_ratio,function_names,functional_execution_success,functional_passed,functional_error_type,functional_error_message,ast_success,z_ast_depth,z_branch_count,z_loop_count,z_function_count,z_control_flow_ratio
humaneval_129__gpt5_model__paraphrase__paraphrase_b__r5.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,success,,,348.0,12.0,8.0,5.0,1.0,17.0,0.048851,"[""minPath""]",True,True,,,True,1.5454094259871298,2.5252333322837774,4.109689713608675,-0.31167166746947106,-0.3738836573528941
humaneval_129__gpt5_model__paraphrase__paraphrase_c__r1.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_c,1,success,,,417.0,12.0,7.0,8.0,1.0,18.0,0.043165,"[""minPath""]",True,True,,,True,1.5454094259871298,2.1049594986579647,7.011299839216958,-0.31167166746947106,-0.570453787929457
humaneval_129__gpt5_model__paraphrase__paraphrase_c__r2.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_c,2,success,,,427.0,12.0,6.0,7.0,1.0,16.0,0.037471,"[""minPath""]",True,False,fail,,True,1.5454094259871298,1.6846856650321518,6.044096464014197,-0.31167166746947106,-0.7673004856964197
humaneval_129__gpt5_model__paraphrase__paraphrase_c__r3.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_c,3,success,,,435.0,11.0,5.0,10.0,1.0,17.0,0.03908,"[""minPath""]",True,True,,,True,0.9753596899405581,1.2644118314063388,8.94570658962248,-0.31167166746947106,-0.7116759095272869
humaneval_129__gpt5_model__paraphrase__paraphrase_c__r4.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_c,4,success,,,408.0,12.0,5.0,9.0,1.0,18.0,0.044118,"[""minPath""]",True,True,,,True,1.5454094259871298,1.2644118314063388,7.978503214419719,-0.31167166746947106,-0.5375077213730969
humaneval_129__gpt5_model__paraphrase__paraphrase_c__r5.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_c,5,success,,,414.0,12.0,5.0,8.0,1.0,15.0,0.036232,"[""minPath""]",True,True,,,True,1.5454094259871298,1.2644118314063388,7.011299839216958,-0.31167166746947106,-0.810133829309568
humaneval_129__gpt5_model__paraphrase__paraphrase_d__r1.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_d,1,success,,,356.0,11.0,5.0,6.0,1.0,14.0,0.039326,"[""minPath""]",True,True,,,True,0.9753596899405581,1.2644118314063388,5.076893088811436,-0.31167166746947106,-0.703171468422497
humaneval_129__gpt5_model__paraphrase__paraphrase_d__r2.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_d,2,success,,,369.0,11.0,5.0,6.0,2.0,14.0,0.03794,"[""minPath"", ""neighbors""]",True,True,,,True,0.9753596899405581,1.2644118314063388,5.076893088811436,2.4642388143184037,-0.7510867341592392
humaneval_129__gpt5_model__paraphrase__paraphrase_d__r3.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_d,3,success,,,406.0,14.0,7.0,6.0,1.0,14.0,0.034483,"[""minPath""]",True,True,,,True,2.6855088980802733,2.1049594986579647,5.076893088811436,-0.31167166746947106,-0.8705983313106951
humaneval_129__gpt5_model__paraphrase__paraphrase_d__r4.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_d,4,success,,,541.0,12.0,8.0,13.0,1.0,28.0,0.051756,"[""minPath""]",True,True,,,True,1.5454094259871298,2.5252333322837774,11.847316715230765,-0.31167166746947106,-0.27345519633901505
humaneval_129__gpt5_model__paraphrase__paraphrase_d__r5.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_d,5,success,,,326.0,11.0,5.0,6.0,1.0,15.0,0.046012,"[""minPath""]",True,True,,,True,0.9753596899405581,1.2644118314063388,5.076893088811436,-0.31167166746947106,-0.4720304390459758
humaneval_129__gpt5_model__paraphrase__paraphrase_e__r1.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_e,1,success,,,370.0,12.0,7.0,10.0,1.0,20.0,0.054054,"[""minPath""]",True,True,,,True,1.5454094259871298,2.1049594986579647,8.94570658962248,-0.31167166746947106,-0.19401127089671102
humaneval_129__gpt5_model__paraphrase__paraphrase_e__r2.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_e,2,success,,,496.0,11.0,7.0,11.0,1.0,21.0,0.042339,"[""minPath""]",True,True,,,True,0.9753596899405581,2.1049594986579647,9.912909964825243,-0.31167166746947106,-0.5990093503382226
humaneval_129__gpt5_model__paraphrase__paraphrase_e__r3.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_e,3,success,,,403.0,11.0,9.0,9.0,2.0,23.0,0.057072,"[""minPath"", ""nbrs""]",True,True,,,True,0.9753596899405581,2.9455071659095906,7.978503214419719,2.4642388143184037,-0.08967629831843683
humaneval_129__gpt5_model__paraphrase__paraphrase_e__r4.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_e,4,success,,,465.0,14.0,5.0,10.0,1.0,16.0,0.034409,"[""minPath""]",True,True,,,True,2.6855088980802733,1.2644118314063388,8.94570658962248,-0.31167166746947106,-0.8731565778218919
humaneval_129__gpt5_model__paraphrase__paraphrase_e__r5.json,humaneval_129,HumanEval/129,Minpath,minPath,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,success,,,364.0,13.0,7.0,5.0,1.0,16.0,0.043956,"[""minPath""]",True,True,,,True,2.1154591620337015,2.1049594986579647,4.109689713608675,-0.31167166746947106,-0.5431082069786899
humaneval_130__claude_model__paraphrase__paraphrase_a__r1.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,1,success,,,113.0,11.0,2.0,1.0,1.0,5.0,0.044248,"[""tri""]",True,True,,,True,0.9753596899405581,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.5330135045291021
humaneval_130__claude_model__paraphrase__paraphrase_a__r2.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,2,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_a__r3.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,3,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_a__r4.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,4,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_a__r5.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_b__r1.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,1,success,,,120.0,11.0,2.0,1.0,1.0,5.0,0.041667,"[""tri""]",True,True,,,True,0.9753596899405581,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.6222409943317945
humaneval_130__claude_model__paraphrase__paraphrase_b__r2.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,2,success,,,131.0,11.0,3.0,1.0,1.0,6.0,0.045802,"[""tri""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.47929032779396685
humaneval_130__claude_model__paraphrase__paraphrase_b__r3.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,3,success,,,131.0,11.0,3.0,1.0,1.0,6.0,0.045802,"[""tri""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.47929032779396685
humaneval_130__claude_model__paraphrase__paraphrase_b__r4.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,4,success,,,138.0,13.0,4.0,1.0,1.0,7.0,0.050725,"[""tri""]",True,True,,,True,2.1154591620337015,0.8441379977805259,0.24087621279762858,-0.31167166746947106,-0.3090977930017722
humaneval_130__claude_model__paraphrase__paraphrase_b__r5.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,success,,,131.0,11.0,3.0,1.0,1.0,6.0,0.045802,"[""tri""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.47929032779396685
humaneval_130__claude_model__paraphrase__paraphrase_c__r1.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,1,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_c__r2.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,2,success,,,131.0,11.0,3.0,1.0,1.0,6.0,0.045802,"[""tri""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.47929032779396685
humaneval_130__claude_model__paraphrase__paraphrase_c__r3.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,3,success,,,131.0,11.0,3.0,1.0,1.0,6.0,0.045802,"[""tri""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.47929032779396685
humaneval_130__claude_model__paraphrase__paraphrase_c__r4.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,4,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_c__r5.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,success,,,131.0,11.0,3.0,1.0,1.0,6.0,0.045802,"[""tri""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.47929032779396685
humaneval_130__claude_model__paraphrase__paraphrase_d__r1.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,1,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_d__r2.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,2,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_d__r3.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,3,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_d__r4.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,4,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_d__r5.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,success,,,126.0,11.0,3.0,1.0,1.0,6.0,0.047619,"[""tri""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.41647500467444265
humaneval_130__claude_model__paraphrase__paraphrase_e__r1.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,1,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_e__r2.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,2,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_e__r3.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,3,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_e__r4.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,4,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__claude_model__paraphrase__paraphrase_e__r5.json,humaneval_130,HumanEval/130,Tri,tri,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,success,,,125.0,12.0,3.0,1.0,1.0,6.0,0.048,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.40330349223165857
humaneval_130__deepseek_model__paraphrase__paraphrase_a__r1.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_a,1,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_a__r2.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_a,2,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_a__r3.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_a,3,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_a__r4.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_a,4,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,True,,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_a__r5.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,True,,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_b__r1.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_b,1,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_b__r2.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_b,2,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_b__r3.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_b,3,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_b__r4.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_b,4,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_b__r5.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_c__r1.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_c,1,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_c__r2.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_c,2,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_c__r3.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_c,3,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,True,,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_c__r4.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_c,4,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,True,,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_c__r5.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,True,,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_d__r1.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_d,1,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,True,,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_d__r2.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_d,2,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_d__r3.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_d,3,success,,,112.0,12.0,3.0,1.0,1.0,7.0,0.0625,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.09797454036773698
humaneval_130__deepseek_model__paraphrase__paraphrase_d__r4.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_d,4,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,False,fail,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_d__r5.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,success,,,106.0,12.0,2.0,1.0,1.0,5.0,0.04717,"[""tri""]",True,True,,,True,1.5454094259871298,0.0035903305289000246,0.24087621279762858,-0.31167166746947106,-0.4319973382356241
humaneval_130__deepseek_model__paraphrase__paraphrase_e__r1.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_e,1,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_e__r2.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_e,2,success,,,121.0,12.0,4.0,1.0,1.0,9.0,0.07438,"[""tri""]",True,True,,,True,1.5454094259871298,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.5086768181112418
humaneval_130__deepseek_model__paraphrase__paraphrase_e__r3.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_e,3,success,,,135.0,12.0,5.0,1.0,1.0,11.0,0.081481,"[""tri""]",True,False,fail,,True,1.5454094259871298,1.2644118314063388,0.24087621279762858,-0.31167166746947106,0.7541647704897457
humaneval_130__deepseek_model__paraphrase__paraphrase_e__r4.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_e,4,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__deepseek_model__paraphrase__paraphrase_e__r5.json,humaneval_130,HumanEval/130,Tri,tri,deepseek_model,deepseek-flash,deepseek,paraphrase_e,5,success,,,107.0,12.0,3.0,1.0,1.0,7.0,0.065421,"[""tri""]",True,True,,,True,1.5454094259871298,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.19895613576241547
humaneval_130__gpt5_model__paraphrase__paraphrase_a__r1.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_a,1,success,,,295.0,12.0,12.0,1.0,2.0,21.0,0.071186,"[""tri"", ""t""]",True,True,,,True,1.5454094259871298,4.206328666787029,0.24087621279762858,2.4642388143184037,0.3982573673441749
humaneval_130__gpt5_model__paraphrase__paraphrase_a__r2.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_a,2,success,,,122.0,10.0,4.0,0.0,2.0,10.0,0.081967,"[""tri"", ""t""]",True,False,fail,,True,0.4053099538939863,0.8441379977805259,-0.7263271624051328,2.4642388143184037,0.7709662273065254
humaneval_130__gpt5_model__paraphrase__paraphrase_a__r3.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_a,3,success,,,254.0,11.0,9.0,2.0,1.0,13.0,0.051181,"[""tri""]",True,False,fail,,True,0.9753596899405581,2.9455071659095906,1.20807958800039,-0.31167166746947106,-0.2933334631489913
humaneval_130__gpt5_model__paraphrase__paraphrase_a__r4.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_a,4,success,,,323.0,12.0,10.0,1.0,2.0,17.0,0.052632,"[""tri"", ""T""]",True,True,,,True,1.5454094259871298,3.3657809995354033,0.24087621279762858,2.4642388143184037,-0.24317108899025172
humaneval_130__gpt5_model__paraphrase__paraphrase_a__r5.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_a,5,success,,,138.0,11.0,4.0,1.0,2.0,10.0,0.072464,"[""tri"", ""t""]",True,False,fail,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,2.4642388143184037,0.4424389760105217
humaneval_130__gpt5_model__paraphrase__paraphrase_b__r1.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_b,1,success,,,150.0,10.0,5.0,1.0,2.0,12.0,0.08,"[""tri"", ""t""]",True,False,fail,,True,0.4053099538939863,1.2644118314063388,0.24087621279762858,2.4642388143184037,0.7029652693670075
humaneval_130__gpt5_model__paraphrase__paraphrase_b__r2.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_b,2,success,,,135.0,11.0,4.0,1.0,2.0,11.0,0.081481,"[""tri"", ""T""]",True,False,fail,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,2.4642388143184037,0.7541647704897457
humaneval_130__gpt5_model__paraphrase__paraphrase_b__r3.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_b,3,success,,,118.0,10.0,4.0,0.0,2.0,10.0,0.084746,"[""tri"", ""t""]",True,True,,,True,0.4053099538939863,0.8441379977805259,-0.7263271624051328,2.4642388143184037,0.8670387550716098
humaneval_130__gpt5_model__paraphrase__paraphrase_b__r4.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_b,4,success,,,127.0,11.0,4.0,0.0,2.0,10.0,0.07874,"[""tri"", ""t""]",True,True,,,True,0.9753596899405581,0.8441379977805259,-0.7263271624051328,2.4642388143184037,0.6594059368790601
humaneval_130__gpt5_model__paraphrase__paraphrase_b__r5.json,humaneval_130,HumanEval/130,Tri,tri,gpt5_model,gpt-5-mini,openai,paraphrase_b,5,success,,,253.0,10.0,8.0,1.0,2.0,14.0,0.055336,"[""tri"", ""compute""]",True,True,,,True,0.4053099538939863,2.5252333322837774,0.24087621279762858,2.4642388143184037,-0.14969137863516427
